Real Ultimate Origin	Reported Ultimate Origin (conduit 1)	Immediate origin (conduit 2)	Destination	Estimate 1 (millions USD)	Estimate 2 (millions USD)
n.a.	LU	PL	GB	0.24691358	0.520130909
n.a.	NL	PL	GB	1.291989664	2.721615222
PL	PL	PL	GB	101.1064974	212.9838883
GB	GB	PL	GB	141.2345679	297.51488
n.a.	GB	PL	GB	3.456790123	7.281832728
US	US	PL	GB	25.1497006	52.97860338
n.a.	n.a.	PL	GB	3.209876543	6.761701819
n.a.	BE	PT	GB	1.295336788	6.019499489
BR	BR	PT	GB	11.28472222	52.44070909
CN	CN	PT	GB	7.186858316	33.39771585
n.a.	IM	PT	GB	2.716049383	12.62162708
n.a.	LU	PT	GB	4.640808788	21.56608721
PT	PT	PT	GB	260.42161	1210.193182
ES	ES	PT	GB	0.798403194	3.710222439
KN	KN	PT	GB	0.518134715	2.407799795
GB	GB	PT	GB	1.480117318	6.878184519
US	US	PT	GB	69.3571191	322.3062503
n.a.	n.a.	PT	GB	0.327911579	1.523822684
AU	AU	QA	GB	1.267020631	1.267020631
QA	QA	QA	GB	1721.688924	1721.688924
n.a.	LU	RO	GB	0.259067358	0.259067358
n.a.	NL	RO	GB	0.023366834	0.023366834
RO	RO	RO	GB	0.31050365	0.31050365
n.a.	n.a.	RO	GB	0	27.50146216
DE	DE	RU	GB	0.195548346	0.714969194
RU	JY	RU	GB	207.512448	758.7126687
n.a.	NL	RU	GB	4.391217565	16.05528936
RU	RU	RU	GB	542.0628937	1981.905127
n.a.	VG	RU	GB	2.026651266	7.409897602
n.a.	n.a.	RU	GB	10.07542617	36.83804779
RW	RW	RW	GB	3.2562581	0
n.a.	WS	WS	GB	2.195608782	0
SM	SM	SM	GB	0.643245686	0
SA	SA	SA	GB	33.89493595	72.6131
RS	RS	RS	GB	0.888070391	0
n.a.	GB	RS	GB	1.581704706	0
MX	SC	SC	GB	113.5802469	5.984247265
GB	SC	SC	GB	14.6795197	0.773425644
n.a.	SC	SC	GB	68.62413925	3.61562709
SL	SL	SL	GB	0.733975985	0
NO	BM	SG	GB	52.39615306	42.42810584
US	BM	SG	GB	0.395959897	0.320630952
n.a.	BM	SG	GB	1.80878553	1.464675161
SG	KY	SG	GB	27.65418934	22.39314918
HK	HK	SG	GB	6.378908849	5.165360508
IN	HK	SG	GB	8.854166667	7.169715685
CN	CN	SG	GB	7.19057141	5.822609237
DE	DE	SG	GB	0.598802395	0.484883907
GR	GR	SG	GB	1.300479124	1.053070935
n.a.	GG	SG	GB	0.259067358	0.209781379
IN	IN	SG	GB	3666.516188	2968.983938
ID	ID	SG	GB	0.001301587	0.001053968
JP	JP	SG	GB	55.79581698	45.18100452
CH	JY	SG	GB	13.32105586	10.78680657
LR	LR	SG	GB	0.24691358	0.199939784
MY	MY	SG	GB	0.296023464	0.239706813
NL	NL	SG	GB	0.347222222	0.281165321
SG	SG	SG	GB	936.8645122	758.6317765
ZA	ZA	SG	GB	0.30617284	0.247925332
CH	CH	SG	GB	68.08539663	55.13256691
n.a.	CH	SG	GB	23.48723152	19.01892957
TW	TW	SG	GB	0.347222222	0.281165321
AE	AE	SG	GB	1.061681502	0.859703098
GB	GB	SG	GB	60.71951507	49.1679992
n.a.	GB	SG	GB	0.516795866	0.418478617
US	US	SG	GB	332.192924	268.9952547
TH	VG	SG	GB	36.07143265	29.2090635
n.a.	VG	SG	GB	2.794411178	2.262791565
n.a.	n.a.	SG	GB	1.356887081	1.098747624
SK	SK	SK	GB	26.99022829	7.804
EG	EG	SI	GB	0.2014295	0.337760591
DE	DE	SI	GB	1.5625	2.620027971
SG	SG	SI	GB	0.259067358	0.434408783
SI	SI	SI	GB	3.561867182	5.972602655
IN	IN	ZA	GB	0.286864123	0.391800107
GB	JY	ZA	GB	0.259067358	0.353835179
ZA	LU	ZA	GB	78.35786395	107.0214676
n.a.	LU	ZA	GB	0.97684117	1.334173373
ZA	NL	ZA	GB	13.69910699	18.71029226
ZA	ZA	ZA	GB	2021.620696	2761.137211
ZA	GB	ZA	GB	94.13546143	128.5705701
GB	GB	ZA	GB	161.7750996	220.9530443
n.a.	GB	ZA	GB	0.555090821	0.758145148
US	US	ZA	GB	1.035347085	1.414080974
n.a.	n.a.	ZA	GB	2.368187709	3.234479751
BR	BR	ES	GB	0.068844221	0.073912664
CO	CO	ES	GB	2.195608782	2.357253687
DK	DK	ES	GB	1.918038922	2.059248604
FR	FR	ES	GB	15.71154671	16.86826073
DE	DE	ES	GB	17.62266919	18.9200837
IN	IN	ES	GB	4.770843903	5.122082527
IT	IT	ES	GB	439.5152338	471.8731833
JP	JP	ES	GB	3.317842673	3.562108576
GB	JY	ES	GB	8.455908484	9.078448587
LB	LB	ES	GB	0.195548346	0.209944988
FR	LU	ES	GB	4.227228682	4.538445317
IN	LU	ES	GB	3.125	3.355068458
ES	LU	ES	GB	14.99614198	16.10018654
n.a.	LU	ES	GB	0.420237231	0.451175897
MX	MX	ES	GB	1501.356196	1611.888902
FR	NL	ES	GB	1.996007984	2.142957897
ES	NL	ES	GB	1.33769013	1.436173428
GB	NL	ES	GB	32.26655753	34.64208301
n.a.	NL	ES	GB	6.808539663	7.309797333
NO	NO	ES	GB	11.00963978	11.82019045
PT	PT	ES	GB	40.46566403	43.44482336
ES	ES	ES	GB	33461.63851	35925.14813
SE	SE	ES	GB	44.91782257	48.22475831
ES	CH	ES	GB	15.11902109	16.23211225
CH	CH	ES	GB	0.391096693	0.419889977
AE	AE	ES	GB	6.770833333	7.269314992
GB	GB	ES	GB	0.598802395	0.642887369
US	GB	ES	GB	107.0928463	114.9772258
n.a.	GB	ES	GB	1.777046016	1.907875531
US	US	ES	GB	1091.80295	1172.183564
n.a.	VG	ES	GB	1.041666667	1.118356153
n.a.	n.a.	ES	GB	9.192854378	9.869649843
LK	LK	LK	GB	10.76761564	56.3122
KN	KN	KN	GB	52.02362569	97.8054
JM	JM	LC	GB	12.02391368	58.26398238
LC	LC	LC	GB	7.883713594	38.2019168
GB	GB	LC	GB	0.888070391	4.303300821
VC	VC	VC	GB	100.7251765	0
AU	AU	SE	GB	1.369249	2.574153458
AT	AT	SE	GB	0.347222222	0.652768988
n.a.	BS	SE	GB	0.593139265	1.115086803
n.a.	BE	SE	GB	0.918518519	1.726791563
US	BM	SE	GB	0.888070391	1.669549854
BR	BR	SE	GB	16.50938272	31.03722159
CA	CA	SE	GB	890.4473792	1674.018532
US	KY	SE	GB	11.74361576	22.07770035
SE	CW	SE	GB	0.173611111	0.326384494
NO	CY	SE	GB	15.96806387	30.01955586
n.a.	CY	SE	GB	4.381648493	8.23738825
DK	DK	SE	GB	3.370658618	6.336752877
FI	FI	SE	GB	4.099062014	7.706132823
FR	FR	SE	GB	48.30241976	90.80732643
DE	DE	SE	GB	177.597708	333.8791954
n.a.	HU	SE	GB	0.49382716	0.928382561
IN	IN	SE	GB	1.291989664	2.428907863
IT	IT	SE	GB	5.664818511	10.6497154
JP	JP	SE	GB	224.426587	421.9163025
SE	JY	SE	GB	8.662814221	16.28587145
n.a.	JY	SE	GB	6.254280822	11.75788962
SE	LU	SE	GB	0.694444444	1.305537976
US	LU	SE	GB	3.367206223	6.330262462
n.a.	LU	SE	GB	16.71045293	31.41522851
n.a.	MT	SE	GB	0.740740741	1.392573841
SE	NL	SE	GB	5.908254976	11.10736979
n.a.	NL	SE	GB	5.988023952	11.25733345
NO	NO	SE	GB	20.11580067	37.81719605
SA	SA	SE	GB	7.562358402	14.21704236
SE	SE	SE	GB	6327.398242	11895.34852
DK	CH	SE	GB	10.27122741	19.30964753
CH	CH	SE	GB	24.20086207	45.49700808
n.a.	CH	SE	GB	1.107478373	2.082031306
SE	GB	SE	GB	3.819444444	7.18045887
GB	GB	SE	GB	147.2347278	276.7975611
n.a.	GB	SE	GB	5.350389725	10.05859724
US	US	SE	GB	296.1868432	556.8237676
VE	VE	SE	GB	14.31253171	26.90719731
LB	VG	SE	GB	4.348797432	8.175629087
US	VG	SE	GB	1.100963978	2.069784408
n.a.	n.a.	SE	GB	9.570840925	17.99293866
AT	AT	CH	GB	646.5704444	614.6996782
n.a.	BS	CH	GB	0.258397933	0.245660976
GB	BM	CH	GB	277.7777778	264.0855488
n.a.	BM	CH	GB	0.113474086	0.107880718
CA	CA	CH	GB	2.368187709	2.251454942
SG	KY	CH	GB	0.259067358	0.246297403
US	KY	CH	GB	118.9041096	113.0430853
n.a.	KY	CH	GB	2.513709049	2.389803241
CN	CN	CH	GB	1.796407186	1.707858639
n.a.	CW	CH	GB	1.779417794	1.691706689
CZ	CZ	CH	GB	0.210118615	0.199761443
DK	DK	CH	GB	80.692959	76.71543969
FR	FR	CH	GB	216.5066266	205.8345767
DE	DE	CH	GB	76.19442362	72.43864623
GR	GR	CH	GB	1.095140315	1.041158632
CH	GG	CH	GB	0.342231348	0.325362072
GY	GY	CH	GB	0.296023464	0.281431868
IN	IN	CH	GB	59.52959737	56.595263
IL	IL	CH	GB	45.8213774	43.56274894
IT	IT	CH	GB	1.963289072	1.866514579
JP	JP	CH	GB	94.83310033	90.15858483
SE	JY	CH	GB	1.03626943	0.985189612
CH	JY	CH	GB	79.0808435	75.18278863
KR	KR	CH	GB	0.534759358	0.508399987
AT	LI	CH	GB	1.388888889	1.320427744
n.a.	LI	CH	GB	2.227428571	2.117634107
FR	LU	CH	GB	0.173611111	0.165053468
DE	LU	CH	GB	0.843783416	0.802191623
IN	LU	CH	GB	5.026929982	4.779142426
IT	LU	CH	GB	0.740740741	0.70422813
NL	LU	CH	GB	70.7004766	67.21550698
SA	LU	CH	GB	15.00246914	14.26296706
CH	LU	CH	GB	0.06844627	0.065072414
US	LU	CH	GB	0.520833333	0.495160404
n.a.	LU	CH	GB	7.386941454	7.022824155
MY	MY	CH	GB	0.998003992	0.948810355
n.a.	MT	CH	GB	2.345949324	2.230312732
CH	MC	CH	GB	0.173611111	0.165053468
NL	NL	CH	GB	15.24194717	14.49064074
SE	NL	CH	GB	754.785889	717.5809645
n.a.	NL	CH	GB	2.437143667	2.317011922
NO	NO	CH	GB	4.286419753	4.075133446
n.a.	PA	CH	GB	4.88870866	4.647734313
RU	RU	CH	GB	100.9507476	95.9746809
SG	SG	CH	GB	1.388888889	1.320427744
ZA	ZA	CH	GB	1.79869973	1.710038179
ES	ES	CH	GB	1.483576157	1.410447685
SE	SE	CH	GB	2.106247521	2.002426317
AT	CH	CH	GB	16.51445967	15.70042851
BR	CH	CH	GB	7.939767283	7.548400079
DK	CH	CH	GB	1.234567901	1.17371355
DE	CH	CH	GB	23.15079873	22.00964899
GR	CH	CH	GB	55.45090517	52.7176178
IN	CH	CH	GB	4.497611967	4.275915568
IT	CH	CH	GB	42.76270377	40.65484353
NL	CH	CH	GB	31.85185185	30.28180959
SA	CH	CH	GB	256.9513338	244.2856823
ZA	CH	CH	GB	322.5824455	306.6817037
ES	CH	CH	GB	7.986111111	7.592459527
SE	CH	CH	GB	0.24691358	0.23474271
CH	CH	CH	GB	52008.50819	49444.90353
GB	CH	CH	GB	217.612352	206.8857986
US	CH	CH	GB	707.5536185	672.6768682
n.a.	CH	CH	GB	787.9596329	749.1195074
TW	TW	CH	GB	0.103643216	0.098534432
AE	AE	CH	GB	31.96005214	30.38467647
ZA	GB	CH	GB	0.259067358	0.246297403
GB	GB	CH	GB	1609.036371	1529.72371
US	GB	CH	GB	221.7215742	210.792469
n.a.	GB	CH	GB	1.144040038	1.087647988
US	US	CH	GB	6050.621142	5752.373776
n.a.	n.a.	CH	GB	11.89354609	11.30728913
TW	TW	TW	GB	842.8320306	226.5906769
US	US	TW	GB	0.520833333	0.140023128
IN	IN	TH	GB	7.40058659	31.83916597
TH	TH	TH	GB	93.86705365	403.839434
TT	TT	TT	GB	74.48851531	74.48851531
TN	TN	TN	GB	1.279167084	1.279167084
FI	FI	TR	GB	8.266666667	13.08875758
DE	DE	TR	GB	2.994011976	4.740471405
IT	IT	TR	GB	7.706747844	12.20222834
TR	TR	TR	GB	139.4533966	220.7989963
GB	GB	TR	GB	2.143209877	3.393381595
US	US	TR	GB	6.235027379	9.872027646
n.a.	n.a.	TR	GB	2.60720752	4.128037161
UA	UA	UA	GB	0.950813184	0.950813184
US	US	UA	GB	4.736375418	4.736375418
n.a.	KY	AE	GB	3.890230648	3.524430052
IN	IN	AE	GB	21.30487883	19.30156898
KW	KW	AE	GB	11.9760479	10.84993332
n.a.	MU	AE	GB	0.30617284	0.277383234
OM	OM	AE	GB	114.5679012	103.7950164
PK	PK	AE	GB	0.347222222	0.31457272
SA	SA	AE	GB	12.43523316	11.26594113
CH	CH	AE	GB	1.224691358	1.109532934
AE	AE	AE	GB	6570.709467	5952.861926
GB	GB	AE	GB	0.616016427	0.558092053
US	US	AE	GB	0.259067358	0.234707107
n.a.	VG	AE	GB	4.736375418	4.291011349
n.a.	n.a.	AE	GB	0.008482143	0.007684562
NL	NL	GB	GB	21.65229156	0
US	GB	GB	GB	13.36898396	0
US	US	GB	GB	35.52945922	0
AU	AU	US	GB	163.8184008	196.0135466
AT	AT	US	GB	6.597222222	7.893770905
IT	BS	US	GB	10.65684469	12.75122888
BH	BH	US	GB	1.111975394	1.330511345
BE	BE	US	GB	333.7289778	399.3165618
GB	BE	US	GB	2.794411178	3.343595366
IT	BM	US	GB	0.06844627	0.08189798
TW	BM	US	GB	0.744578313	0.890909905
US	BM	US	GB	211.5377271	253.1111275
n.a.	BM	US	GB	13.99120448	16.74088868
BR	BR	US	GB	44.25463637	52.95197724
CA	CA	US	GB	1231.156318	1473.114834
BH	KY	US	GB	8.678232215	10.38376072
US	KY	US	GB	313.4579508	375.0616803
n.a.	KY	US	GB	0.954292418	1.141839015
HK	HK	US	GB	1.596806387	1.910625923
CN	CN	US	GB	2152.852058	2575.950963
US	CW	US	GB	40.36867918	48.30231489
DK	DK	US	GB	26.93404977	32.22738468
FR	FR	US	GB	1107.022789	1324.585408
DE	DE	US	GB	681.7570066	815.7423596
CA	GG	US	GB	2.430555556	2.908231386
GB	GG	US	GB	0.592046927	0.708401605
US	GG	US	GB	58.16917252	69.60113002
IN	IN	US	GB	12.55549105	15.02301524
ID	ID	US	GB	0.173611111	0.207730813
IE	IE	US	GB	0.598802395	0.716484721
US	IE	US	GB	534.0155711	638.9653761
NZ	IM	US	GB	17.96407186	21.49454164
IL	IL	US	GB	9.442842385	11.29863933
IT	IT	US	GB	24.58892172	29.42136983
JP	JP	US	GB	1878.514167	2247.697588
GB	JY	US	GB	2483.968771	2972.141874
n.a.	JY	US	GB	0.777202073	0.929945195
KR	KR	US	GB	19.56087824	23.40516756
LB	LB	US	GB	9.585492228	11.46932407
AR	LU	US	GB	0.518134715	0.619963464
BR	LU	US	GB	48.59685147	58.14756564
CA	LU	US	GB	1.397205589	1.671797683
FR	LU	US	GB	79.383822	94.98508362
GB	LU	US	GB	1.295336788	1.549908659
US	LU	US	GB	15.41349569	18.44270205
n.a.	LU	US	GB	11.16109749	13.35458223
MX	MX	US	GB	41.55820287	49.72561507
BE	NL	US	GB	116.3351936	139.1984893
EG	NL	US	GB	531.0316252	635.3949968
IT	NL	US	GB	63.21857553	75.6428896
NL	NL	US	GB	39.65752509	47.45139805
US	NL	US	GB	94.3721689	112.9190826
NZ	NZ	US	GB	1.789651718	2.141371047
NO	NO	US	GB	3.886010363	4.649725976
PH	PH	US	GB	0.592046927	0.708401605
SA	SA	US	GB	150.098089	179.596789
SG	SG	US	GB	37.38112983	44.72762401
ES	ES	US	GB	2.886697039	3.45401812
SE	SE	US	GB	2438.442683	2917.668567
CH	CH	US	GB	86.0122917	102.9162431
GB	CH	US	GB	89.10306255	106.6144415
US	CH	US	GB	115.8245954	138.5875434
n.a.	CH	US	GB	0.259067358	0.309981732
TW	TW	US	GB	0.520833333	0.62319244
FR	GB	US	GB	11.96771215	14.31972045
ZA	GB	US	GB	0.205338809	0.245693939
GB	GB	US	GB	9938.21965	11891.37283
US	GB	US	GB	11066.26275	13241.10966
n.a.	GB	US	GB	9.964866153	11.92325616
US	US	US	GB	325151.9453	389053.8895
GB	VG	US	GB	2.664211172	3.187807221
US	VG	US	GB	0.199600798	0.23882824
n.a.	n.a.	US	GB	310.2675669	371.2442919
ES	ES	UY	GB	0.592046927	0
UY	UY	UY	GB	2.139037433	0
UZ	UZ	UZ	GB	3.490759754	3.490759754
VU	VU	VU	GB	0.259067358	0
US	US	VN	GB	6.18762475	6.18762475
CA	CA	VG	GB	107.5274818	111.047273
US	KY	VG	GB	22.75325554	23.49805777
n.a.	KY	VG	GB	0.520833333	0.537882227
US	HK	VG	GB	17.14567901	17.70692353
CN	CN	VG	GB	3992.344724	4123.029639
GR	GR	VG	GB	0.173611111	0.179294076
IN	IN	VG	GB	42.2459893	43.62886426
n.a.	IM	VG	GB	0.790852353	0.816740015
JP	JP	VG	GB	7.475622647	7.720328748
n.a.	JY	VG	GB	10.57420165	10.92033625
SA	LI	VG	GB	68.21101544	70.44382633
n.a.	LI	VG	GB	0.975853047	1.007796499
AR	LU	VG	GB	20.67269369	21.34939107
MY	MY	VG	GB	0.843783416	0.871403717
n.a.	MU	VG	GB	1.03626943	1.070190545
SG	SG	VG	GB	7.804996598	8.060484384
ZA	ZA	VG	GB	25.94410562	26.79335674
TW	TW	VG	GB	22.79792746	23.54419198
AE	AE	VG	GB	0.663011456	0.684714391
GB	GB	VG	GB	0.774323089	0.799669685
US	GB	VG	GB	81.26007927	83.92003658
n.a.	GB	VG	GB	0.790852353	0.816740015
US	US	VG	GB	48.37667055	49.96022646
AZ	VG	VG	GB	17.16936089	17.90094742
HK	VG	VG	GB	363.7510629	379.2504971
CN	VG	VG	GB	35.5789888	37.09500965
DK	VG	VG	GB	9.797530864	10.21500369
IN	VG	VG	GB	51.2120592	53.39420525
ID	VG	VG	GB	90.65115934	94.5138056
IE	VG	VG	GB	119.7530864	124.8557659
IL	VG	VG	GB	11.91148542	12.41903386
MY	VG	VG	GB	28.25807543	29.46215213
NL	VG	VG	GB	14.23611111	14.84271186
QA	VG	VG	GB	142.5589923	148.6334315
RU	VG	VG	GB	114.7174832	119.6055956
SA	VG	VG	GB	34.03921569	35.4896268
SG	VG	VG	GB	11.6345679	12.13031688
ZA	VG	VG	GB	29.26153706	30.50837127
TW	VG	VG	GB	4.340277778	4.525217031
UA	VG	VG	GB	140.2672078	146.2439941
GB	VG	VG	GB	4999.591932	5212.624564
US	VG	VG	GB	1078.102486	1124.040437
n.a.	VG	VG	GB	345.926483	360.6664118
n.a.	n.a.	VG	GB	26.61056692	27.48163391
ZM	ZM	ZM	GB	3.3611225	0
ZA	GB	ZW	GB	217.1115674	217.1115674
ZW	ZW	ZW	GB	28.88888889	28.88888889
